Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
"8.237.320.842.942.750,00","63.277.734.025.867.500,00","7.207.985.937.416.150,00","43.925,00","6.770.164.979.544.000,00","21.307.619.996.576.800,00","50114 Wendy Road
Joelport, OR 96203-3217"
"674.333.999.444.007,00","7.782.461.200.355.230,00","65.640.275.813.209.300,00","43.954,00","41.030.408.906.045.700,00","1.719.762.308.049.220,00","PSC 3850, Box 4156
APO AP 93044"
"61.088.393.613.563,00","5.810.724.840.719.790,00","6.085.444.349.087.060,00",2.18,"4.042.683.516.753.530,00","10.198.806.530.541.800,00","9649 Caitlyn Meadows Suite 390
Mcdowellside, PA 20358"
"6.965.072.902.863.950,00","5.922.774.742.157.160,00","6.201.155.203.178.250,00","43.954,00","4.160.806.465.514.520,00","1.296.645.374.940.560,00","34284 Maria Key
West Mary, LA 23834"
"64.163.541.805.217.200,00","6.866.750.202.821.620,00","6.933.770.891.282.840,00",3.0,"3.935.478.925.701.410,00","13.728.785.343.937.900,00","414 Ponce Trafficway
East Daniel, PA 37899-9523"
"6.860.687.004.646.130,00","5.930.005.937.719.360,00","698.027.412.807.717,00",3.43,"36.084.837.743.665.700,00","11.170.111.061.847.000,00","2623 Christopher Mountains
New Ericfurt, IA 07112"
"6.573.968.601.846.810,00","620.109.860.681.206,00","6.722.967.191.668.360,00",4.16,"2.772.139.364.061.480,00","9.597.348.132.979.800,00","368 Hannah Centers
East Brittany, NY 60473"
"50.709.353.904.886.100,00","4.761.837.691.915.740,00","6.822.058.698.839.160,00",3.18,"60.199.842.545.532.900,00","10.748.248.164.886.800,00","923 Bautista Views
Moniquemouth, MP 97118"
"65.083.880.093.712.700,00","351.888.631.465.762,00","837.499.940.603.057,00","43.864,00","3.949.830.028.106.390,00","9.220.541.319.412.540,00","Unit 6318 Box 6858
DPO AA 84098"
"58.726.529.211.190.100,00","5.180.678.469.726.360,00","6.979.764.638.407.410,00",3.24,"40.771.028.609.287.200,00","10.173.740.233.573.700,00","Unit 6719 Box 2139
DPO AA 32000"
"58.593.447.916.801.100,00","5.876.893.587.905.990,00","6.663.904.269.358.720,00","43.832,00","4.569.450.757.299.080,00","1.227.401.538.986.840,00","955 Brad Hills
West Robertside, NM 56475"
"5.946.686.559.642.800,00","6.503.451.263.213.940,00","7.110.081.473.308.730,00",3.26,"4.482.581.265.323.600,00","12.260.417.830.216.500,00","61933 Sarah Landing
Farleyview, OK 34381-6999"
"796.198.642.706.259,00","4.752.153.194.277.010,00","8.354.961.506.508.640,00","44.138,00","3.615.692.049.089.660,00","14.113.342.194.755.500,00","8749 Zhang Mountains
East Jefferyfort, OK 42534-6471"
"6.313.463.941.534.180,00","66.762.364.090.881.100,00","8.482.316.889.958.180,00",6.25,"27.554.286.867.237.500,00","13.172.340.428.795.800,00","15803 Robert Key Suite 514
East Lisa, PA 80155"
"8.169.992.090.223.840,00","6.784.351.387.659.620,00","4.765.058.235.157.000,00","43.925,00","3.395.700.202.947.560,00","12.501.440.124.389.700,00","9945 Frederick Prairie Suite 777
Porterville, ID 63454"
"4.986.322.687.394.150,00","6.777.375.018.833.530,00","9.640.681.638.087.130,00","43.895,00","4.205.684.712.451.790,00","13.890.475.577.764.600,00","USNS Howard
FPO AA 17082-9588"
"6.683.522.011.827.820,00","6.525.598.482.211.450,00","52.284.394.477.919.800,00",3.16,"23.523.601.978.179.100,00","7.924.495.430.652.390,00","738 David Courts Suite 621
Brittanymouth, ND 83070-7865"
"813.019.198.350.127,00","7.082.681.187.386.680,00","6.776.125.366.694.910,00","43.986,00","40.860.120.480.707.100,00","18.606.819.470.210.100,00","24488 Pierce Mill Suite 585
Williamhaven, CO 55473"
"6.735.016.774.285.870,00","562.645.684.811.985,00","8.030.099.124.519.670,00",4.13,"2.607.639.086.327.160,00","11.108.278.221.612.900,00","84727 Ryan Fields
South Josephfort, OH 79576-3487"
"7.794.746.436.444.050,00","6.441.788.608.772.870,00","7.193.403.797.930.260,00",5.46,"29.660.796.579.614.900,00","1.539.129.363.811.180,00","201 Charles Views
Annamouth, PW 44280"
"59.941.018.395.210.200,00","6.513.866.250.061.320,00","6.938.066.306.882.890,00",2.37,"3.785.330.133.692.320,00","11.327.798.367.625.300,00","0076 Jennifer Trail Suite 299
Port Debbie, UT 33510"
"6.987.635.717.407.220,00","4.996.375.474.442.630,00","7.253.765.741.575.390,00",6.13,"2.003.886.189.595.380,00","8.396.295.121.744.730,00","Unit 7240 Box 7803
DPO AA 77851-4397"
"7.490.972.422.423.060,00","422.588.812.686.821,00","6.922.914.742.693.430,00",2.29,"4.019.352.871.544.690,00","12.432.390.034.040.400,00","78595 Carl Points Apt. 859
Port Suzannestad, PR 35176"
"62.209.872.314.405.100,00","6.162.329.740.766.110,00","79.898.074.304.129.000,00",4.27,"325.299.507.165.867,00","11.041.090.350.293.600,00","840 Kenneth Road Apt. 422
North Jamiebury, GU 27977"
"8.337.264.233.772.320,00","8.553.939.374.084.520,00","786.397.120.244.396,00",4.32,"1.450.244.476.839.000,00","1.664.301.512.323.260,00","Unit 7072 Box 0519
DPO AA 59955"
"592.734.223.358.332,00","57.155.460.284.437.400,00","7.662.476.479.349.410,00",6.0,"2.035.316.099.160.730,00","8.182.897.642.087.410,00","4150 Ethan Parks
Jacquelinehaven, MD 09840-9998"
"5.291.636.759.585.100,00","6.636.284.909.897.070,00","756.922.069.841.404,00","43.925,00","3.610.506.961.141.970,00","10.626.663.663.835.800,00","93303 Williams Expressway Apt. 435
New Sheryl, FM 51033"
"64.714.524.162.319.400,00","5.153.745.231.570.430,00","54.906.318.685.398.500,00",4.45,"2.383.653.843.366.880,00","7.300.436.450.595.960,00","8656 Kim Run
Cardenasview, NC 44530"
"634.278.105.336.403,00","5.164.251.654.256.010,00","8.730.904.572.013.620,00",6.0,"3.168.993.323.170.180,00","1.307.173.871.509.320,00","43885 Michael Lights Apt. 906
North Adam, AR 81654"
"7.288.552.311.761.640,00","7.641.965.159.547.370,00","4.969.158.206.596.390,00",2.22,"36.711.494.257.445.100,00","14.647.102.063.623.500,00","0266 Hatfield Burg
Deborahhaven, OH 68256"
"6.378.004.015.205.960,00","50.442.901.618.754.300,00","5.890.387.970.539.630,00","43.834,00","3.201.022.811.011.810,00","7.698.518.034.373.510,00","79718 Daniel Common Suite 368
East Sean, ND 25047-3039"
"59.709.933.109.846.900,00","6.320.753.254.964.680,00","6.376.804.344.225.520,00",3.32,"3.938.396.585.989.910,00","10.120.233.986.385.600,00","319 Wang Mills
New Kevinview, AS 20982-6227"
"6.827.558.119.560.030,00","5.534.934.173.891.850,00","6.277.831.678.398.430,00",4.13,"31.383.070.689.686.000,00","8.663.281.313.278.640,00","8762 Christopher Views Apt. 442
West Madison, DC 99989-4103"
"7.855.679.705.350.320,00","6.162.173.320.859.360,00","5.783.253.683.484.180,00",3.16,"34.677.724.299.158.200,00","12.227.265.643.610.600,00","8373 Adams Groves Apt. 581
Valenciafort, NM 75868-5023"
"5.747.194.316.751.430,00","5.970.952.517.976.200,00","73.591.947.365.241.700,00",5.37,"3.582.260.168.358.340,00","9.987.020.371.241.430,00","6984 Guerrero Causeway
Leeborough, VT 73485"
"58.583.508.449.334.300,00","6.952.034.052.216.950,00","9.472.742.073.573.900,00",6.47,"3.991.034.267.650.700,00","1.644.242.137.141.660,00","7763 Kelly Forges Suite 419
Kennethfort, WV 13606-7075"
"665.372.527.167.054,00","6.346.079.744.161.390,00","926.896.684.721.935,00","44.171,00","5.372.114.129.067.390,00","1.817.188.450.990.870,00","Unit 1668 Box 0567
DPO AP 07464-3406"
"7.826.914.256.321.060,00","6.523.187.584.825.820,00","6.023.472.290.442.280,00","43.892,00","54.954.971.886.159.300,00","1.553.976.233.904.920,00","PSC 2046, Box 9503
APO AE 31086-6640"
"7.056.235.850.589.700,00","7.037.251.616.988.080,00","5.012.792.885.931.180,00",3.48,"2.607.322.230.293.740,00","8.505.933.376.577.130,00","34439 Julie Lock
West Kevin, AS 15672-4800"
"6.559.406.738.575.940,00","7.492.803.316.640.660,00","7.113.685.099.545.780,00","43.893,00","24.580.563.700.286.000,00","11.799.873.238.175,00","463 Avery Bypass
Tylerbury, NY 30504"
"7.249.320.943.517.990,00","6.609.326.162.330.810,00","7.509.335.526.846.690,00",4.23,"4.072.265.597.341.960,00","1.554.986.694.877.210,00","7904 Moran Road Suite 869
New Timothybury, CA 14486-4596"
"6.075.708.121.028.680,00","6.486.568.179.113.930,00","8.155.915.088.372.640,00",5.35,"3.556.108.440.735.080,00","12.813.781.744.748.600,00","86377 Vargas Burgs Suite 621
Jessicamouth, IN 55569-5931"
"7.292.086.775.385.810,00","5.397.964.171.368.020,00","77.369.523.866.348.200,00",3.43,"3.565.622.969.097.450,00","11.256.776.043.161.700,00","625 Sparks Points Suite 055
New James, VT 73805-3854"
"7.613.467.776.499.870,00","7.248.108.065.608.650,00","8.425.820.687.724.570,00",3.13,"3.495.612.615.961.220,00","17.058.898.866.984.000,00","76611 Michael Manors Apt. 869
Cookburgh, VA 93116"
"56.957.835.209.067.100,00","5.969.854.495.066.250,00","5.935.709.308.708.140,00","43.953,00","29.498.964.186.669.900,00","7.835.651.025.001.400,00","1988 Jessica Fork
North Andrew, IA 58461"
"5.464.270.628.233.650,00","6.290.968.539.826.840,00","898.248.592.359.706,00","44.171,00","4.298.706.573.185.940,00","1.355.362.955.587.260,00","7218 Hancock Freeway Apt. 232
Port Jenniferberg, MH 83838-1210"
"60.018.893.768.760.900,00","6.650.993.717.991.440,00","52.586.963.937.301.400,00","44.015,00","3.518.891.825.895.530,00","9.271.810.663.926.830,00","16801 Brittany Rest Apt. 325
Myersbury, NJ 85095-5060"
"6.741.711.234.837.440,00","5.728.827.797.167.460,00","61.952.703.081.616.500,00",3.48,"3.600.229.607.890.180,00","1.058.517.809.925.580,00","12512 Daniel Lock Apt. 134
Lake Elizabeth, ND 44548"
"560.886.394.011.427,00","643.064.835.989.358,00","8.840.667.907.910.790,00",6.24,"4.479.658.583.296.760,00","13.975.641.562.824.400,00","9346 Sean Centers Suite 263
Manuelstad, NJ 06399-8490"
"7.085.013.050.242.240,00","5.333.909.302.432.550,00","5.487.903.073.420.920,00","44.168,00","147.319.697.575.126,00","6.354.292.305.190.080,00","621 Davis Green
Lake Stevenville, AS 41733-5352"
"6.969.247.332.595.220,00","4.614.993.462.098.650,00","6.377.310.794.535.160,00",4.27,"4.181.800.491.016.250,00","11.047.012.344.207.300,00","1146 Madden Hollow Suite 350
Lake Jessicachester, IA 64137-8387"
"6.810.465.855.749.700,00","5.897.648.506.333.310,00","7.050.999.423.549.680,00","43.954,00","35.008.267.513.768.500,00","13.681.349.976.821.300,00","85978 Lauren Rapid Suite 923
Port Thomasborough, MS 02927-8640"
"5.052.146.355.810.840,00","737.445.793.806.288,00","7.149.611.673.083.320,00","44.140,00","36.713.864.843.358.800,00","12.041.174.186.541.100,00","34850 Ray Prairie Suite 604
Port Carlosstad, ME 81599-5651"
"6.490.019.793.487.400,00","5.305.069.349.849.910,00","7.260.436.972.471.860,00",3.31,"21.815.488.883.338.300,00","51.793.758.954.093.000,00","7191 Ian Streets Apt. 620
East Chad, OK 10140-6632"
"7.895.173.589.653.840,00","5.443.039.345.845.360,00","5.759.583.193.048.410,00",2.18,"31.055.051.089.901.300,00","12.411.828.349.670.300,00","PSC 1520, Box 7020
APO AE 71780-5009"
"7.755.390.640.090.400,00","5.061.805.489.274.090,00","8.535.375.454.262.740,00",6.45,"53.405.505.814.759.300,00","16.036.272.802.189.600,00","6995 Charles Fields
West Thomas, AL 63220"
"5.673.435.076.346.210,00","615.910.141.255.275,00","8.280.403.871.031.540,00","43.894,00","279.822.717.072.182,00","10.632.063.779.510.300,00","15315 Donald Rest
Matthewton, PW 88878-9848"
"7.282.797.131.894.050,00","7.181.743.678.086.940,00","4.419.215.488.448.460,00",4.13,"3.973.048.179.227.840,00","12.692.932.087.360.400,00","977 Mendez Hollow Suite 831
Kristaton, DE 07073-5611"
"7.630.664.870.791.870,00","53.563.301.044.678.700,00","6.733.906.479.854.870,00",4.15,"18.041.943.502.071.800,00","10.633.992.747.829.200,00","8801 Rodney Views Apt. 724
New Tonya, VT 87883"
"57.293.427.400.775.100,00","9.125.282.872.631.160,00","778.000.763.085.266,00","43.894,00","27.991.839.997.525.500,00","15.613.138.376.386.200,00","854 Brown Park Apt. 787
New Alexander, NH 99886"
"6.508.808.823.985.050,00","5.782.009.284.307.430,00","67.901.496.751.471.400,00","44.138,00","3.986.317.255.227.020,00","11.356.134.318.414.100,00","070 Kim Fork Suite 577
Foleytown, OK 41141"
"6.781.367.657.888.070,00","5.672.336.690.398.960,00","6.396.445.089.615.980,00",3.14,"3.025.385.747.593.120,00","10.573.471.660.527.700,00","1949 Curry Plaza
Darlenestad, PR 25811"
"52.866.901.827.438.900,00","6.595.790.348.048.520,00","5.767.253.271.528.120,00",4.34,"31.925.899.584.471.800,00","7.723.102.278.261.480,00","160 Andrew Trace
Huangland, IA 01242"
"5.595.667.845.681.170,00","6.475.495.935.148.040,00","6.505.406.567.465.650,00",3.36,"3.284.456.439.306.270,00","98.926.323.661.234,00","08037 Carney Dale
Port Brandyview, AL 41518"
"56.225.554.131.547.300,00","5.901.931.551.926.470,00","668.670.947.782.624,00",4.13,"3.524.574.480.830.350,00","6.993.232.623.925.490,00","8433 Mckenzie Camp Apt. 999
Ellenfurt, PW 42672-3136"
"7.153.297.910.875.720,00","8.187.045.841.588.740,00","7.117.961.736.809.290,00","43.833,00","28.635.373.274.471.100,00","1.596.342.908.747.790,00","232 Richard Islands
East Robintown, NC 49498"
"705.144.257.374.634,00","4.444.530.277.961.620,00","7.311.785.484.005.700,00",5.41,"5.237.825.121.771.200,00","14.991.530.808.398.700,00","45151 Wilson Spur
Baxterhaven, NH 27115"
"54.673.521.183.958.600,00","4.496.193.469.728.660,00","7.081.933.738.361.690,00",5.31,"3.916.055.327.038.110,00","7.707.705.848.757.180,00","825 Mueller Ford
New Shane, MI 37002-7573"
"5.841.228.304.924.990,00","5.666.298.295.334.580,00","8.281.878.985.912.910,00",6.47,"22.900.113.452.839.100,00","1.055.484.373.480.780,00","2034 Erik Port Apt. 331
Port David, OR 90557-4698"
"64.861.913.380.367.200,00","6.402.507.331.241.670,00","8.079.372.682.725.210,00",5.31,"25.032.136.517.753.000,00","1.240.503.524.121.070,00","950 Ellison Haven Suite 426
Port Annaburgh, ID 16828-6481"
"8.263.204.577.050.370,00","5.302.244.662.500.070,00","5.036.428.917.792.840,00",3.38,"1.316.297.965.569.850,00","9.009.733.763.955.470,00","0437 Martinez Lane
East Joseph, AK 09199-1914"
"7.149.980.664.526.340,00","5.533.015.545.583.080,00","6.767.607.218.206.610,00","44.138,00","27.417.111.833.283.200,00","1.035.976.952.869.700,00","47405 Martin Run Apt. 389
Lake Charles, FL 96293"
"7.503.452.363.574.500,00","5.781.936.693.292.440,00","5.521.846.997.025.460,00",3.28,"25.348.471.269.603.800,00","10.864.475.106.632.300,00","247 Gray Loop
Guerreroburgh, MA 24294"
"5.544.708.153.577.780,00","68.923.069.348.799.400,00","7.708.946.586.996.340,00",5.0,"37.723.282.290.799.000,00","13.669.809.098.808.700,00","92948 Woods Wall
New Staceyshire, TX 86313"
"8.019.624.225.088.730,00","6.675.697.067.423.440,00","7.275.192.796.341.920,00",3.17,"48.694.864.143.866.500,00","16.169.370.186.876.800,00","USS Cline
FPO AE 69903"
"60.480.054.644.749.400,00","7.011.621.747.819.640,00","7.157.214.948.058.300,00",4.24,"4.636.163.221.278.640,00","16.399.449.587.541.000,00","02885 Mckinney Meadow Suite 406
Ashleymouth, ND 26595"
"40.581.778.087.153,00","41.698.203.698.260.100,00","7.415.416.067.860.110,00",5.44,"4.882.023.025.615.530,00","509.499.588.996.669,00","834 Thompson Shoals Apt. 599
East Taylor, OK 24778-2378"
"6.193.287.261.556.320,00","6.687.367.955.430.010,00","6.751.208.636.667.670,00",4.34,"3.414.305.076.109.780,00","12.001.254.471.192.500,00","7111 Woods Lights
Port Allenbury, MS 27607"
"9.439.289.787.507.370,00","7.039.620.140.578.900,00","8.287.279.331.290.440,00",6.32,"4.146.212.742.129.790,00","21.428.965.564.072.600,00","76991 Brenda Drive
Rodriguezberg, MH 98017"
"6.623.642.588.292.950,00","6.318.402.338.418.000,00","6.361.764.813.943.210,00","43.834,00","4.592.154.241.917.960,00","13.010.897.115.082.300,00","8884 Larson Key Suite 171
Blakeview, WA 33784"
"7.677.188.520.143.070,00","7.470.777.840.511.550,00","7.528.286.854.710.740,00",4.26,"3.569.021.885.255.820,00","18.606.487.452.876.300,00","619 Clark Knoll
Cathyland, TX 81648-3242"
"7.585.104.366.295.700,00","6.298.703.745.686.920,00","715.147.706.614.405,00",4.45,"2.683.154.340.030.210,00","128.399.696.848.927,00","092 Nguyen Fort
Aguilarland, MO 95985"
"60.509.838.463.590.200,00","52.150.263.303.089.900,00","7.716.666.271.456.010,00",5.29,"35.376.733.827.958.000,00","9.473.559.700.864.500,00","4470 Stephanie Pike Suite 611
West Andrewview, CA 57736-5669"
"6.205.219.498.599.660,00","4.139.620.468.902.200,00","6.484.684.915.361.100,00",4.17,"4.172.266.190.346.810,00","87.579.924.734.427,00","5405 Nathaniel Summit
Michaelmouth, FM 84962"
"61.657.043.537.912.600,00","7.519.087.435.931.530,00","7.926.372.237.400.480,00",4.0,"422.859.628.037.329,00","1.483.041.335.012.140,00","5339 Lopez Mountain
Williamsfort, NV 08346-3010"
"9.260.922.769.718.390,00","5.488.401.987.401.410,00","7.457.628.729.517.200,00",5.14,"29.421.171.330.495.400,00","15.088.564.243.147.400,00","95811 Cindy Rapids Apt. 459
Thomashaven, MO 02207"
"8.103.814.480.092.140,00","5.017.846.598.396.570,00","6.797.869.100.688.230,00",2.36,"35.371.212.566.197.100,00","130.281.448.932.942,00","038 Jones Forest
Brianhaven, NM 05635"
"5.401.257.271.610.740,00","646.148.889.502.609,00","719.091.540.998.129,00","44.017,00","21.653.984.677.280.600,00","7.473.962.531.268.040,00","8942 Bowers Forges Apt. 573
Nathanberg, VA 30348-1606"
"6.557.346.110.998.020,00","6.061.531.793.351.420,00","9.090.851.631.867.090,00",3.43,"5.819.545.703.160.820,00","17.233.970.892.835.600,00","89446 Jessica Station Apt. 364
New Michaelport, GA 28746-5966"
"57.335.790.773.585.300,00","5.264.702.041.347.870,00","7.418.269.493.262.710,00",6.43,"41.826.050.820.942.700,00","10.594.314.512.633.500,00","84812 Boyd Port
Christensenborough, MO 21303-3504"
"6.409.808.146.886.650,00","658.344.735.065.696,00","796.441.929.742.444,00",3.49,"4.376.996.713.481.700,00","13.093.970.494.290.300,00","37624 Beasley Knolls Apt. 509
New Nicole, MS 83916-9652"
"6.521.236.639.860.800,00","57.873.065.915.517.700,00","7.636.500.321.015.470,00","43.956,00","2.958.272.277.593.310,00","9.812.326.123.712.710,00","2067 Aaron Fall
Alexanderside, MI 06586-6037"
"65.256.139.228.176.400,00","6.538.228.900.253.360,00","6.895.255.218.693.980,00",3.24,"3.787.520.166.021.460,00","13.897.638.215.262.100,00","25358 Stevens Inlet
Olsonton, MD 97980-7025"
"894.886.397.616.382,00","5.247.829.646.918.450,00","7.290.631.549.449.560,00","44.171,00","49.089.959.124.260.400,00","15.999.638.071.501.000,00","Unit 3501 Box 8218
DPO AE 63996"
"54.415.832.803.999.400,00","6.817.606.266.066.480,00","8.014.876.700.889.750,00",3.25,"3.893.778.577.102.840,00","12.088.432.767.307.700,00","2469 Stevens Gateway
Lake Michellefurt, MO 19185"
"7.667.452.210.281.190,00","7.152.424.503.114.770,00","9.293.513.239.442.010,00",6.17,"43.156.086.783.589.600,00","20.593.013.434.198.100,00","619 Sherri Loaf Apt. 787
Scottton, CA 35799"
"62.702.368.943.761.300,00","5.780.894.589.742.010,00","8.131.984.058.336.500,00",3.27,"47.285.461.676.595.100,00","1.272.337.503.505.830,00","0407 Bowman Drive
Michellefurt, MO 55493-7726"
"7.278.816.705.802.400,00","65.598.826.315.410.400,00","7.337.689.237.101.690,00","44.077,00","31.765.897.729.013.700,00","13.903.773.749.361.900,00","271 Melissa Rue
Port Blake, ID 78071-7206"
"7.241.542.798.751.420,00","627.197.437.932.454,00","73.655.044.046.239.000,00","44.047,00","28.885.053.299.604.400,00","12.128.992.186.562.700,00","771 Suzanne Light Apt. 855
North Anthony, MS 26234-8124"
"7.389.610.342.194.870,00","6.182.091.797.227.730,00","6.080.269.605.626.550,00","43.954,00","44.256.779.132.460.500,00","13.934.828.496.279.600,00","388 Earl Radial Suite 826
Richardchester, DC 95826"
